forensic_surface_id,surface_scope,included_in_hidden_detail_113,included_in_route_non_primary_165,included_in_route_forensic_169,included_in_broad_forensic_305,family,source_file,source_line,surface_type,route_or_launch_point,parent_or_context,intended_audience,entry_path,navigation_source,role_requirements,hidden_state,origin_classification,final_disposition,canonical_relationship,certification_or_blocker_status,evidence_strength,evidence_summary,risk_summary,notes
ROUTE-0288,route_surface,YES,YES,YES,YES,Shop Operations,app/routing/AppRoutes.jsx,1019,detail_route,/shop/pm/work-orders/:id,/shop/pm/work-orders,Shop operator,Parent workflow via /shop/pm/work-orders,Parent list or workflow under /shop/pm/work-orders,Shop operator,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/shop/pm/work-orders,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0291,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1025,detail_route,/fleet/unit/:unit_number,/fleet/unit,Public / Shared,Parent workflow via /fleet/unit,Parent list or workflow under /fleet/unit,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/fleet/unit,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 transportation-adjacent certification: fleet unit thread opened from a valid preview unit and passed EN/ES plus responsive proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0293,route_surface,YES,YES,YES,YES,Shop Operations,app/routing/AppRoutes.jsx,1030,detail_route,/shop/equipment/:id,/shop/equipment,Shop operator,Parent workflow via /shop/equipment,Parent list or workflow under /shop/equipment,Shop operator,DETAIL,MISSING_FIXTURE_OR_RUNTIME_DATA,RUNTIME_BLOCKED,DETAIL_UNDER:/shop/equipment,No real equipment inspection records available in `/shop/equipment` list in preview environment,LEDGER_AND_BLOCKER_REGISTER,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Deep links can imply a finished workflow even though preview-safe certification evidence is incomplete.,runtime
ROUTE-0298,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1043,detail_route,/hr/reset/:token,/hr/reset,Human Resources,Token or email handoff,Token or email workflow,Human Resources,DETAIL,INTENTIONAL_TOKEN_LINK,TOKEN_OR_EMAIL_LINK_ONLY,DETAIL_UNDER:/hr/reset,CERTIFIED invalid-token state + operator-language proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Level 1 auth certification: HR reset form route verified with active token behavior, EN/ES copy, and responsive controls.",Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0301,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1047,hidden_companion_route,/hr/hub_legacy,/hr,Human Resources,Parent workflow via /hr,Parent list or workflow under /hr,Human Resources,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/hr,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: legacy HR hub URL redirects cleanly to canonical /hr/login with no loop.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0302,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1049,hidden_companion_route,/hr/hub_v2,/hr,Human Resources,Parent workflow via /hr,Parent list or workflow under /hr,Human Resources,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/hr,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0314,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1076,detail_route,/hr/daily-reports/:id,/hr/daily-reports,Human Resources,Parent workflow via /hr/daily-reports,Parent list or workflow under /hr/daily-reports,Human Resources,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/hr/daily-reports,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0316,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1080,detail_route,/hr/driver/:driverKey,/hr/driver,Human Resources,Parent workflow via /hr/driver,Parent list or workflow under /hr/driver,Human Resources,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/hr/driver,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0317,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1081,detail_route,/time-off/public/:token,/time-off/public,Public / Shared,Token or email handoff,Token or email workflow,Public / Shared,DETAIL,INTENTIONAL_TOKEN_LINK,TOKEN_OR_EMAIL_LINK_ONLY,DETAIL_UNDER:/time-off/public,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 shared/public certification: public time-off token route verified to show the intentional invalid-token error state cleanly.,Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0325,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1105,detail_route,/safety-portal/reset/:token,/safety-portal/reset,Safety operator / public safety user,Token or email handoff,Token or email workflow,Safety operator / public safety user,DETAIL,INTENTIONAL_TOKEN_LINK,TOKEN_OR_EMAIL_LINK_ONLY,DETAIL_UNDER:/safety-portal/reset,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Level 1 auth certification: Safety reset form route verified with active token behavior, EN/ES copy, and responsive controls.",Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0328,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1112,hidden_companion_route,/safety-portal/hub_legacy,/safety-portal,Safety operator / public safety user,Parent workflow via /safety-portal,Parent list or workflow under /safety-portal,Safety operator / public safety user,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/safety-portal,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: legacy Safety hub URL redirects cleanly to canonical /safety-portal/login with no loop.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0329,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1113,hidden_companion_route,/safety-portal/hub_v2,/safety-portal,Safety operator / public safety user,Parent workflow via /safety-portal,Parent list or workflow under /safety-portal,Safety operator / public safety user,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/safety-portal,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Level 2 Safety certification: safety hub v2 passed EN/ES, responsive proof, and runtime checks.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0337,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1126,detail_route,/safety-portal/incidents/:id,/safety-portal/incidents,Safety operator / public safety user,Parent workflow via /safety-portal/incidents,Parent list or workflow under /safety-portal/incidents,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety-portal/incidents,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 exact blocker: reachable safety incident list did not expose any discoverable detail link or fixture id; clicking visible entries routed back to create/report flow instead of detail.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0338,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1127,detail_route,/safety-portal/meetings/:id,/safety-portal/meetings,Safety operator / public safety user,Parent workflow via /safety-portal/meetings,Parent list or workflow under /safety-portal/meetings,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety-portal/meetings,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 exact blocker: reachable safety meeting list showed records but no discoverable detail navigation or fixture id was exposed from the certified pages.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0346,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1141,detail_route,/safety-portal/inspections/:id,/safety-portal/inspections,Safety operator / public safety user,Parent workflow via /safety-portal/inspections,Parent list or workflow under /safety-portal/inspections,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety-portal/inspections,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 Safety certification: safety inspection detail opened from a real inspection id and passed EN/ES plus mobile/desktop proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0348,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,1144,detail_route,/safety-portal/driver/:driverKey,/safety-portal/driver,Safety operator / public safety user,Parent workflow via /safety-portal/driver,Parent list or workflow under /safety-portal/driver,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety-portal/driver,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 exact blocker: safety driver profile route timed out with no discoverable seeded driverKey exposed from certified Safety pages.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0353,route_surface,YES,YES,YES,YES,Dispatch Operations,app/routing/AppRoutes.jsx,1161,detail_route,/dispatch-portal/reset/:token,/dispatch-portal/reset,Transportation / Dispatch / Carrier,Token or email handoff,Token or email workflow,Transportation / Dispatch / Carrier,DETAIL,INTENTIONAL_TOKEN_LINK,TOKEN_OR_EMAIL_LINK_ONLY,DETAIL_UNDER:/dispatch-portal/reset,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Level 1 auth certification: reset form route verified with working token behavior, EN/ES copy, and responsive controls.",Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0356,route_surface,YES,YES,YES,YES,Dispatch Operations,app/routing/AppRoutes.jsx,1169,hidden_companion_route,/dispatch-portal/hub_legacy,/dispatch-portal,Transportation / Dispatch / Carrier,Parent workflow via /dispatch-portal,Parent list or workflow under /dispatch-portal,Transportation / Dispatch / Carrier,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/dispatch-portal,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 alias certification: legacy dispatch hub entry still resolves cleanly to the canonical dispatch experience with no loop or chrome drift.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0357,route_surface,YES,YES,YES,YES,Dispatch Operations,app/routing/AppRoutes.jsx,1170,hidden_companion_route,/dispatch-portal/hub_v2,/dispatch-portal,Transportation / Dispatch / Carrier,Parent workflow via /dispatch-portal,Parent list or workflow under /dispatch-portal,Transportation / Dispatch / Carrier,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/dispatch-portal,REPAIRED_NOT_CERTIFIED after shared auth/session fix,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified in ES at 1440 + 390 after dispatch family re-audit (`auto_frontend_testing_agent`, 2026-08-02); route passed without overflow or mixed-language chrome findings.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0364,route_surface,YES,YES,YES,YES,Dispatch Operations,app/routing/AppRoutes.jsx,1192,detail_route,/dispatch-portal/driver/:driverKey,/dispatch-portal/driver,Transportation / Dispatch / Carrier,Parent workflow via /dispatch-portal/driver,Parent list or workflow under /dispatch-portal/driver,Transportation / Dispatch / Carrier,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/dispatch-portal/driver,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 exact blocker: route exists but no discoverable or seeded driverKey fixture was available from dispatch-certified paths, so individual driver profile runtime proof could not be completed honestly.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0366,route_surface,NO,YES,YES,YES,"Training, Guidance, and Coaching",app/routing/AppRoutes.jsx,1200,redirect_route,/training-hub,/,Training / guidance user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Training / guidance user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,REDIRECT alias confirmed to /training (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/training`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0367,route_surface,YES,YES,YES,YES,"Training, Guidance, and Coaching",app/routing/AppRoutes.jsx,1201,detail_route,/training/:track,/training,Training / guidance user,Parent workflow via /training,Parent list or workflow under /training,Training / guidance user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/training,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0368,route_surface,YES,YES,YES,YES,"Training, Guidance, and Coaching",app/routing/AppRoutes.jsx,1202,detail_route,/training/:track/poster,/training/:track,Training / guidance user,Parent workflow via /training/:track,Parent list or workflow under /training/:track,Training / guidance user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/training/:track,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0369,route_surface,YES,YES,YES,YES,"Training, Guidance, and Coaching",app/routing/AppRoutes.jsx,1203,detail_route,/training/:track/packet,/training/:track,Training / guidance user,Parent workflow via /training/:track,Parent list or workflow under /training/:track,Training / guidance user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/training/:track,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0372,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1222,redirect_route,/ops-training,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,REPLACED_IMPLEMENTATION,MERGED_INTO_CANONICAL_ROUTE,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/guidance`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0373,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1223,redirect_route,/ops-training/:slug,/ops-training,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,DETAIL,REPLACED_IMPLEMENTATION,MERGED_INTO_CANONICAL_ROUTE,REDIRECTS_TO:/guidance,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,Canonical route config confirmed this path redirects to `/guidance`; direct runtime proof showed `/ops-training/test123` landing on `/guidance` (`20260802_151534`).,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0374,route_surface,YES,YES,YES,YES,Developer Tooling,app/routing/AppRoutes.jsx,1232,route_screen,/dev/login,/dev,Public / Shared,Developer footer link or direct internal route,Restricted internal access only,Public / Shared,HIDDEN,DEVELOPER_OR_CERTIFICATION_TOOL,ROLE_RESTRICTED_AND_GOVERNED,PRIMARY_ROUTE,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 shared-auth certification: dev login route verified in EN/ES with responsive form behavior and no runtime defects.,"Tooling surfaces can leak internal terminology, preview data, or certification context if role scoping ever regresses.",CERTIFIED
ROUTE-0375,route_surface,YES,YES,YES,YES,Developer Tooling,app/routing/AppRoutes.jsx,1233,route_screen,/dev,/,Public / Shared,Developer footer link or direct internal route,Restricted internal access only,Public / Shared,HIDDEN,DEVELOPER_OR_CERTIFICATION_TOOL,ROLE_RESTRICTED_AND_GOVERNED,PRIMARY_ROUTE,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 shared/public certification: guarded developer-entry route verified to redirect cleanly to /dev/login.,"Tooling surfaces can leak internal terminology, preview data, or certification context if role scoping ever regresses.",CERTIFIED
ROUTE-0376,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1236,redirect_route,/inspections,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after PM-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed with no overflow or English chrome leaks.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0377,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1237,detail_route,/inspect/:id,/inspect,Public / Shared,Parent workflow via /inspect,Parent list or workflow under /inspect,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,DETAIL_UNDER:/inspect,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: /inspect/:id redirects to canonical /admin/inspections/:id using verified fixture 88d8b18c-df01-455b-8614-3e590613ad4d.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0378,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1238,detail_route,/inspections/:id,/inspections,Public / Shared,Parent workflow via /inspections,Parent list or workflow under /inspections,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,DETAIL_UNDER:/inspections,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: /inspections/:id redirects to canonical /admin/inspections/:id using a real inspection id with clean runtime.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0379,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1239,redirect_route,/meetings,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after PM-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed cleanly.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0380,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1240,detail_route,/meetings/:id,/meetings,Public / Shared,Parent workflow via /meetings,Parent list or workflow under /meetings,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,DETAIL_UNDER:/meetings,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: public meeting detail alias redirects to canonical /admin/meetings/:id with correct auth gating.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0381,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1241,redirect_route,/incidents,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after admin-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed cleanly.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0382,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1242,detail_route,/incidents/:id,/incidents,Public / Shared,Parent workflow via /incidents,Parent list or workflow under /incidents,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,DETAIL_UNDER:/incidents,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: public incident detail alias redirects to canonical /admin/incidents/:id with correct auth gating.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0383,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1243,redirect_route,/daily,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0384,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,1244,detail_route,/daily/:id,/daily,Public / Shared,Parent workflow via /daily,Parent list or workflow under /daily,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,DETAIL_UNDER:/daily,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0386,route_surface,NO,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,1255,redirect_route,/admin/daily-reports,/admin,Administrator / executive reviewer,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Administrator / executive reviewer,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/admin,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0387,route_surface,NO,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,1256,redirect_route,/admin/trench-safety-assets,/admin,Administrator / executive reviewer,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Administrator / executive reviewer,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/admin,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 direct browser proof with seeded admin session: `/admin/trench-safety-assets` redirects cleanly to canonical `/admin/trench-safety/assets` and inherits the already certified admin shell.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0394,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1275,detail_route,/hr/employees/:id/accountability,/hr/employees/:id,Human Resources,Parent workflow via /hr/employees/:id,Parent list or workflow under /hr/employees/:id,Human Resources,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/hr/employees/:id,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0395,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1280,detail_route,/hr/employees/:id/thread,/hr/employees/:id,Human Resources,Parent workflow via /hr/employees/:id,Parent list or workflow under /hr/employees/:id,Human Resources,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/hr/employees/:id,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0396,route_surface,YES,YES,YES,YES,Human Resources,app/routing/AppRoutes.jsx,1282,detail_route,/hr/employees/:empId/profile,/hr/employees/:empId,Human Resources,Parent workflow via /hr/employees/:empId,Parent list or workflow under /hr/employees/:empId,Human Resources,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/hr/employees/:empId,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
