status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
A,memory/WP18B_PROJECT_CONTROLS_READINESS_AUDIT.md,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18B_RECOMMENDED_IMPLEMENTATION_SEQUENCE.md,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18B_RISK_AND_DEPENDENCY_REGISTER.csv,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18B_SCHEDULE_AUTHORITY_AUDIT.md,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
A,memory/WP18B_SOURCE_OF_TRUTH_MATRIX.csv,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18B_TRUST_LINE_REGISTER.csv,documentation-only,WP18A/WP18B architecture docs,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18C1_API_AND_MODEL_EVIDENCE.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18C1_HIERARCHY_BINDING_REGISTER.csv,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_IMPLEMENTATION_LEDGER.csv,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_MIGRATION_AND_BACKFILL_REPORT.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_OPERATOR_EXPERIENCE_EVIDENCE.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_PERMISSION_AND_SCOPE_EVIDENCE.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C1_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18C2_AUTHORITY_OWNERSHIP_REGISTER.csv,documentation-only,WP18C2,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_CREW_INTELLIGENCE_FOUNDATION.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_DAILY_REPORT_WORK_BLOCK_CONTRACT.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_EVENT_AND_DATA_CONTRACT_REGISTER.csv,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18C2_MIGRATION_AND_COMPATIBILITY_REPORT.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_OBJECT_LIFECYCLE_REGISTER.csv,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_OPERATIONAL_WORK_LEDGER_CONTRACT.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_PM_PROJECT_AUTHORITY_EVIDENCE.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_PROJECT_LIFECYCLE_AND_ARCHIVE_EVIDENCE.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_PROJECT_PAY_ITEM_AND_WORK_TYPE_MODEL.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C2_WP17_INHERITANCE_CERTIFICATION.md,documentation-only,WP18C2,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C2 closeout docs + matching backend tests
A,memory/WP18C3_BUDGET_AUTHORITY_REGISTER.csv,documentation-only,WP18C3,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_BUDGET_LINE_MODEL.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_BUDGET_VERSION_REGISTER.csv,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_COMMITMENT_AND_ACTUAL_COST_FOUNDATION.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18C3_FINANCIAL_TRUST_LINE_EVIDENCE.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_IMPORT_EXPORT_DISTRIBUTION_REGISTER.csv,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_MAPPING_SUGGESTION_AND_APPROVAL_EVIDENCE.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_MIGRATION_AND_BACKFILL_REPORT.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_PERMISSION_AND_APPROVAL_EVIDENCE.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_PROJECT_PAY_ITEM_IMPORT_EVIDENCE.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C3_WP17_INHERITANCE_CERTIFICATION.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18C4_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18C4_IMPORT_AND_ACTIVATION_EVIDENCE.md,documentation-only,WP18C4,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C4 closeout docs + matching backend tests
A,memory/WP18C4_PROJECT_SCHEDULE_AUTHORITY.md,documentation-only,WP18C4,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C4 closeout docs + matching backend tests
A,memory/WP18C4_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18C4,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C4 closeout docs + matching backend tests
A,memory/WP18C4_WP17_INHERITANCE_CERTIFICATION.md,documentation-only,WP18C4,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C4 closeout docs + matching backend tests
A,memory/WP18C5_BASELINE_CURRENT_FORECAST_CONTRACT.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_CONSTRAINT_AUTHORITY_EVIDENCE.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_DAILY_REPORT_ACTUALS_INTEGRATION.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_DAILY_WORK_PLAN_MODEL.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18C5_IMPORT_EXPORT_DISTRIBUTION_REGISTER.csv,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_LOOKAHEAD_OPERATING_MODEL.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_MATERIAL_TRANSACTION_MODEL.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_MIGRATION_AND_BACKFILL_REPORT.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_PERMISSION_AND_ROLE_EVIDENCE.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_RESOURCE_ALLOCATION_MODEL.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_SCHEDULE_ACTUALS_REVIEW_EVIDENCE.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_SCHEDULE_AUTHORITY_REGISTER.csv,documentation-only,WP18C5,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_VENDOR_SUBCONTRACTOR_EXECUTION_MODEL.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18C5_WP17_INHERITANCE_CERTIFICATION.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18CX5_AI_RUNTIME_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_EMAIL_RUNTIME_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_EXECUTIVE_GO_GATE.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_EXPORT_RUNTIME_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_FINAL_BLOCKER_REGISTER.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_PDF_RUNTIME_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_PRODUCTION_MODULE_MATRIX.csv,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_PRODUCTION_SCOPE.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_RELEASE1_RUNTIME_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX5_ROLE_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_ACCESSIBILITY_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_CERTIFICATION_MATRIX.csv,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_COACHING_AND_DECISION_SUPPORT_STANDARD.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_CONSTITUTIONAL_COMPLIANCE_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_CONSTRUCTION_TERMINOLOGY_STANDARD.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_DECISION_SUPPORT_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_DUPLICATE_ENTRY_REDUCTION_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EN_ES_CONSISTENCY_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_DECISION_BOOK.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_FINAL_GO_GATE.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_LANGUAGE_STANDARD.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_OPERATOR_EXPERIENCE_REGRESSION_CHECKLIST.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_EXECUTIVE_OPERATOR_LANGUAGE_DICTIONARY.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_FIVE_SECOND_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_GO_NO_GO_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_INTEGRITY_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_MOBILE_ACCESSIBILITY_AND_CHANNEL_AUDIT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_MOBILE_FIELD_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_NAVIGATION_AND_WORKFLOW_STANDARD.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_OPERATOR_DECISION_QUALITY_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_OPERATOR_EXPERIENCE_AUDIT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_OPERATOR_LANGUAGE_REGRESSION_REPORT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_PDF_EMAIL_EXPORT_AI_LANGUAGE_AUDIT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_ROLE_CERTIFICATION_MATRIX.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_ROLE_EXPERIENCE_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CX_RUNTIME_COMMUNICATION_CERTIFICATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18CY2_COMPLETE_R2_FAILURE_FORENSICS.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_COMPLETE_R2_REPAIR_AND_RESTORE_PROOF.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_DAILY_REPORT_PRODUCTION_PROOF.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_FINAL_EXECUTIVE_GATE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_FINAL_REGRESSION_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_PRODUCTION_ACCESS_AND_TRUTH_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_PRODUCTION_ATLAS_QUERY_FORENSICS.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_PRODUCTION_EMAIL_CERTIFICATION.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY2_PRODUCTION_QUERY_REPAIR_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_ATLAS_OFFENDER_AND_REPAIR_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_CHANGE_WITHOUT_DEPLOYMENT_ROOT_CAUSE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_DAILY_REPORT_SUBMIT_AND_DELIVERY_PROOF.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_FINAL_EXECUTIVE_GATE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_FINAL_RELEASE1_REGRESSION_REGISTER.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_NOTIFICATION_FAILURE_AND_RETRY_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_NOTIFICATION_TRUST_SPINE_CERTIFICATION.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_PRODUCTION_DEPLOYMENT_AND_ROLLBACK_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_PRODUCTION_INDEX_PARITY.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_PRODUCTION_RESTORE_DRILL_PROOF.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY3_RUNTIME_PARITY_MATRIX.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_AI_SUMMARY_FAILURE_ISOLATION.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_BACKUP_POLICY_AND_FRESHNESS_CONTRACT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_BACKUP_RESTORE_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_BACKUP_ROOT_CAUSE_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_CONNECTION_AND_BACKGROUND_JOB_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_DAILY_REPORT_EMAIL_ROOT_CAUSE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_EMAIL_FAMILY_INVENTORY.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_EMAIL_RUNTIME_CERTIFICATION.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_EXECUTIVE_DECISION_BOOK.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_EXECUTIVE_GO_NO_GO.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_INDEX_AND_QUERY_CHANGE_REGISTER.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_LIVE_REGRESSION_REGISTER.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_MONGODB_EXPLAIN_PLAN_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_MONGODB_QUERY_INVENTORY.csv,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_OBSERVABILITY_AND_ALERT_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_PDF_ATTACHMENT_PIPELINE_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_PRODUCTION_PREVIEW_DRIFT_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_PRODUCTION_TRUTH_BASELINE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18CY_SECURITY_AND_DATA_PROTECTION_EVIDENCE.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
