Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
TABLE-012,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/BilingualAdoptionCard.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/BilingualAdoptionCard.jsx,PENDING
TABLE-013,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/CalculatorUsageCard.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/CalculatorUsageCard.jsx,PENDING
TABLE-014,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/DateAuditPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/DateAuditPanel.jsx,PENDING
TABLE-015,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/DateAuditPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/DateAuditPanel.jsx,PENDING
TABLE-016,dispatch,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,SHARED_COMPONENT_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/DispatchIntegrationsTab.jsx,Canonical table anatomy + tokens,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/DispatchIntegrationsTab.jsx,PENDING
TABLE-017,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/DrV2ApprovedReportsPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/DrV2ApprovedReportsPanel.jsx,PENDING
TABLE-018,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/DriverQualificationReadOnlyView.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/DriverQualificationReadOnlyView.jsx,PENDING
TABLE-019,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/EmailRoutingV2Panel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/EmailRoutingV2Panel.jsx,PENDING
TABLE-020,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/EquipmentMasterPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/EquipmentMasterPanel.jsx,PENDING
TABLE-021,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/EquipmentMasterPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/EquipmentMasterPanel.jsx,PENDING
TABLE-022,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/EquipmentTrendsPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/EquipmentTrendsPanel.jsx,PENDING
TABLE-023,hr,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Repair partial shell migration and inconsistent detail/form/list behavior,WP17C_CANONICAL_TABLE,frontend/src/components/HrCompletenessTile.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/HrCompletenessTile.jsx,PENDING
TABLE-024,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/JhaPlansPosterCard.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/JhaPlansPosterCard.jsx,PENDING
TABLE-025,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/MasterListPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/MasterListPanel.jsx,PENDING
TABLE-026,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/MasterListPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/MasterListPanel.jsx,PENDING
TABLE-027,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/MaterialMovementTile.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/MaterialMovementTile.jsx,PENDING
TABLE-028,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/MaterialMovementTile.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/MaterialMovementTile.jsx,PENDING
TABLE-029,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/OpenItemsPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/OpenItemsPanel.jsx,PENDING
TABLE-030,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/OperationsTrustCenter.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/OperationsTrustCenter.jsx,PENDING
TABLE-031,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/OperationsTrustCenter.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/OperationsTrustCenter.jsx,PENDING
TABLE-032,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/PartsCatalog.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/PartsCatalog.jsx,PENDING
TABLE-033,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/PlatformTrustDashboard.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/PlatformTrustDashboard.jsx,PENDING
TABLE-034,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/PlatformTrustDashboard.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/PlatformTrustDashboard.jsx,PENDING
TABLE-035,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/PlatformTrustValidator.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/PlatformTrustValidator.jsx,PENDING
TABLE-036,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/RoutingStatusPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/RoutingStatusPanel.jsx,PENDING
TABLE-037,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/RoutingStatusPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/RoutingStatusPanel.jsx,PENDING
TABLE-038,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/RoutingStatusPanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/RoutingStatusPanel.jsx,PENDING
TABLE-039,safety,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,SHARED_COMPONENT_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/SafetyOperationalKpisCard.jsx,Canonical table anatomy + tokens,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/SafetyOperationalKpisCard.jsx,PENDING
TABLE-040,safety,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,SHARED_COMPONENT_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/SafetyTrenchIntelligenceCard.jsx,Canonical table anatomy + tokens,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/SafetyTrenchIntelligenceCard.jsx,PENDING
TABLE-041,safety,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,SHARED_COMPONENT_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/SafetyTrenchIntelligenceCard.jsx,Canonical table anatomy + tokens,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/SafetyTrenchIntelligenceCard.jsx,PENDING
TABLE-042,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/LocationIntelligencePanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/LocationIntelligencePanel.jsx,PENDING
TABLE-043,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/MaintainxDefectCoverageSection.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/MaintainxDefectCoverageSection.jsx,PENDING
TABLE-044,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/MappingCleanupTab.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/MappingCleanupTab.jsx,PENDING
TABLE-045,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/MappingCleanupTab.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/MappingCleanupTab.jsx,PENDING
TABLE-046,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/R2LifecyclePanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/R2LifecyclePanel.jsx,PENDING
TABLE-047,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/R2LifecyclePanel.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/R2LifecyclePanel.jsx,PENDING
TABLE-048,public_shared,,,table_surface,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,native_table,lucide-react (canonical wrapper convergence),ALIGN_LABEL,OPTIONAL_INLINE_HELP,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,STANDARDIZE,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Converge onto governed shared component behavior,WP17C_CANONICAL_TABLE,frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx,Canonical table anatomy + tokens,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx,PENDING
