Surface ID,Portal/family,Route,Surface type,Parent route,Navigation location,Hidden/detail/public status,WP-17B disposition,Current component family,Target component family,Information-architecture action,Navigation action,Design action,Terminology action,Coaching action,White-label action,Responsive action,Dependency,Current status,Files affected,Evidence reference,Final certification status
FORM-062,public_shared,,form_surface,,page_body,PUBLIC,STANDARDIZE,native_form,WP17C_CANONICAL_FORM,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,INLINE_HELP_WHERE_VALUABLE,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical form anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/pages/shop/UnitHistoryLanding.jsx,WP17B platform surface inventory · form count,PENDING
FORM-063,public_shared,,form_surface,,page_body,PUBLIC,STANDARDIZE,native_form,WP17C_CANONICAL_FORM,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,INLINE_HELP_WHERE_VALUABLE,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical form anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/pages/trench_safety/PublicAssetLookup.jsx,WP17B platform surface inventory · form count,PENDING
FORM-064,public_shared,,form_surface,,page_body,PUBLIC,STANDARDIZE,native_form,WP17C_CANONICAL_FORM,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,INLINE_HELP_WHERE_VALUABLE,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical form anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/pages/trench_safety/PublicReportModal.jsx,WP17B platform surface inventory · form count,PENDING
FORM-065,safety,,form_surface,,page_body,PUBLIC,STANDARDIZE,native_form,WP17C_CANONICAL_FORM,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,INLINE_HELP_WHERE_VALUABLE,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical form anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/pages/trench_safety/TrenchSafetyAssignDialogs.jsx,WP17B platform surface inventory · form count,PENDING
FORM-066,safety,,form_surface,,page_body,PUBLIC,STANDARDIZE,native_form,WP17C_CANONICAL_FORM,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,INLINE_HELP_WHERE_VALUABLE,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical form anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/pages/trench_safety/TrenchSafetyAssignDialogs.jsx,WP17B platform surface inventory · form count,PENDING
TABLE-001,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminAccessControlPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-002,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminDispatchUsersPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-003,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminFieldLeadershipUsersPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-004,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminHRUsersPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-005,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminJobMasterPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-006,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminJobMasterPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-007,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminPMPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-008,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminSafetyUsersPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-009,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminShopUsersPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-010,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminSignatureMigrationPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-011,admin,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/AdminUnifiedDirectoryPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-012,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/BilingualAdoptionCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-013,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/CalculatorUsageCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-014,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/DateAuditPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-015,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/DateAuditPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-016,dispatch,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/DispatchIntegrationsTab.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-017,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/DrV2ApprovedReportsPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-018,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/DriverQualificationReadOnlyView.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-019,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/EmailRoutingV2Panel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-020,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/EquipmentMasterPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-021,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/EquipmentMasterPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-022,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/EquipmentTrendsPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-023,hr,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/HrCompletenessTile.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-024,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/JhaPlansPosterCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-025,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/MasterListPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-026,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/MasterListPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-027,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/MaterialMovementTile.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-028,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/MaterialMovementTile.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-029,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/OpenItemsPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-030,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/OperationsTrustCenter.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-031,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/OperationsTrustCenter.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-032,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/PartsCatalog.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-033,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/PlatformTrustDashboard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-034,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/PlatformTrustDashboard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-035,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/PlatformTrustValidator.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-036,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/RoutingStatusPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-037,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/RoutingStatusPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-038,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/RoutingStatusPanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-039,safety,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/SafetyOperationalKpisCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-040,safety,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/SafetyTrenchIntelligenceCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-041,safety,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/SafetyTrenchIntelligenceCard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-042,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/LocationIntelligencePanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-043,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/MaintainxDefectCoverageSection.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-044,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/MappingCleanupTab.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-045,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/MappingCleanupTab.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-046,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/R2LifecyclePanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-047,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/R2LifecyclePanel.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-048,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-049,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-050,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/admin/trust/DomainLandingShell.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-051,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/CommunicationsTab.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-052,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/DriverBoard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-053,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/FleetBoard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-054,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/HaulBoard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-055,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/JobBoard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-056,shop,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/dispatch/command/ShopFeedBoard.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-057,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/pm/PmJobsRead.jsx,WP17B platform surface inventory · table count,PENDING
TABLE-058,public_shared,,table_surface,,page_body,PUBLIC,STANDARDIZE,native_table,WP17C_CANONICAL_TABLE,KEEP,N/A,STANDARDIZE_FOUNDATION,ALIGN_LABEL,OPTIONAL_INLINE_HELP,TOKENIZE_ONLY,DEFERRED_TO_WP17D,Canonical table anatomy + tokens,FOUNDATION_DEPENDENCY,frontend/src/components/pm/command/PmHaulsBoard.jsx,WP17B platform surface inventory · table count,PENDING
